Country;City;Km (section);Km (cuml.);Connection
TR;KeÅan;31;4528;E87, E84
TR;Gelibolu;67;4595;E87
TR;Lapseki;8;4602; 
TR;Bursa;224;4827; 
TR;EskiÅehir;151;4978;Â 
TR;Sivrihisar;97;5075;E96
TR;Ankara;148;5223;E89, E88
TR;Aksaray;233;5455; 
TR;Adana;252;5708; 
TR;Toprakkale;89;5797;E91
TR;Gazi Antep;135;5932; 
TR;Sanli Urfa;140;6073;E99
TR;Nusaybin;230;6302; 
TR;Cizre;95;6397; 
TR;Habur;44;6441; 
 ;*Iraq*;1;6442; 
Country;City;Km (section);Km (cuml.);Connection
TR;Toprakkale;0;0;E90
TR;Iskenderun;63;63; 
TR;TopboÄazi;23;86;E98
TR;Antakya;31;118; 
TR;YayladaÄi;43;161;Â 
 ;*Syria*;5;165; 
Country;City;Km (section);Km (cuml.);Connection
GR;Igoumenítsa;0;0;E55, E90
GR;Ioánnina;92;92;E90, E853, E951
GR;Tríkala;139;230; 
GR;Vólos;119;350; 
Country;City;Km (section);Km (cuml.);Connection
I;Mazara del Vallo;0;0;E90
I;Gela;189;189;E45
Country;City;Km (section);Km (cuml.);Connection
I;Buonfornello;0;0;E90
I;Enna;86;86; 
I;Catánia;85;171;E45
Country;City;Km (section);Km (cuml.);Connection
I;Alcamo;0;0;E90
I;Trapani;57;57; 
Country;City;Km (section);Km (cuml.);Connection
GR;Korinthos;0;0;E65
GR;Athína;83;83;E75
Country;City;Km (section);Km (cuml.);Connection
GR;Ioánnina;0;0;E90, E92, E853
GR;Árta;72;72; 
GR;Agrínio;83;155; 
GR;Mesolóngi;35;190;E55
Country;City;Km (section);Km (cuml.);Connection
GR;Aktio;0;0; 
GR;Vónitsa;14;14; 
GR;Amfilochía;38;52; 
GR;Karpenísi;113;165; 
GR;Lamía;77;242;E65, E75
Country;City;Km (section);Km (cuml.);Connection
RUS;Sankt-Peterburg;0;0;E105, E20, E18
RUS;Pskov;282;282; 
BY;Gomel';686;967;E271
UA;Kiev;249;1216;E40, E381
UA;Odessa;477;1694;E581
TR;Samsun;731;2424;E70
TR;Merzifon;103;2527; 
Country;City;Km (section);Km (cuml.);Connection
GR;Trípoli;0;0;E65
GR;Spárti;60;60; 
GR;Gíthio;44;104; 
Country;City;Km (section);Km (cuml.);Connection
GR;Elefsína;0;0; 
GR;Thíva;48;48; 
Country;City;Km (section);Km (cuml.);Connection
TR;Izmir;0;0;E87
TR;Usak;211;211; 
TR;Afyon;114;325; 
TR;Sivrihisar;121;446;E90
Country;City;Km (section);Km (cuml.);Connection
RUS;Rostov-na-Donu;0;0;E115, E40
RUS;Krasnodar;279;279; 
RUS;Novorossijsk;141;420; 
RUS;SoÄi;233;653;Â 
GE;Batumi;372;1025; 
TR;Trabzon;200;1225;E70
TR;Gümüshane;91;1316; 
TR;Askale;140;1455;E80
Country;City;Km (section);Km (cuml.);Connection
TR;TopboÄazi;0;0;E91
TR;Kirikhan;10;10; 
TR;Reyhanli;38;48; 
TR;Cilvegözü;14;62; 
 ;*Syria*;2;64; 
Country;City;Km (section);Km (cuml.);Connection
TR;DoÄubayazit;0;0;Â 
TR;Muradiye;87;87; 
TR;Bitlis;189;276; 
TR;Diyarbakir;205;481; 
TR;Sanli Urfa;186;667;E90
